"company_name","company_domain","playbook_name","location","size_band"
"PWO (Progress-Werk Oberkirch)","progress-werk.de","Electrification & Precision Components","Germany","50+"
"R. STAHL Group","r-stahl.com","Electrification & Precision Components","Germany","50+"
"R. Stahl Schaltgeräte GmbH","stahl.de","Electrification & Precision Components","Germany","50+"
"RAFI Group","rafi-group.com","Electrification & Precision Components","Germany","50+"
"Rheinmetall","rheinmetall.com","Electrification & Precision Components","Germany","50+"
"Rittal","rittal.com","Electrification & Precision Components","Germany","50+"
"Robert Bosch","bosch.com","Electrification & Precision Components","Germany","50+"
"SAB Bröckskes","sab-cable.com","Electrification & Precision Components","Germany","50+"
"Schaltbau Holding AG","schaltbaugroup.com","Electrification & Precision Components","Germany","50+"
"Schulte & Co. GmbH","schulte-co.de","Electrification & Precision Components","Germany","50+"
"Schweizer Electronic","schweizer.ag","Electrification & Precision Components","Germany","50+"
"Semikron Danfoss","semikron-danfoss.com","Electrification & Precision Components","Germany","50+"
"SENEC","senec.com","Electrification & Precision Components","Germany","50+"
"Sensitec","sensitec.com","Electrification & Precision Components","Germany","50+"
"Sensor-Technik Wiedemann (STW)","sensor-technik.de","Electrification & Precision Components","Germany","50+"
"SEUFFER","seuffer.de","Electrification & Precision Components","Germany","50+"
"SEW-EURODRIVE","sew-eurodrive.de","Electrification & Precision Components","Germany","50+"
"SIBA","siba-fuses.com","Electrification & Precision Components","Germany","50+"
"SMA Solar Technology","sma.de","Electrification & Precision Components","Germany","50+"
"sonnen GmbH","sonnen.de","Electrification & Precision Components","Germany","50+"
"SPINNER","spinner-group.com","Electrification & Precision Components","Germany","50+"
"Spohn + Burkhardt GmbH + Co. KG","spobu.com","Electrification & Precision Components","Germany","50+"
"STEINEL Group","steinel.de","Electrification & Precision Components","Germany","50+"
"Stemmann-Technik GmbH","stemmann.com","Electrification & Precision Components","Germany","50+"
"steute Technologies","steute.com","Electrification & Precision Components","Germany","50+"
"STOCKO Contact","stocko-contact.com","Electrification & Precision Components","Germany","50+"
"Testo SE & Co. KGaA","testo.com","Electrification & Precision Components","Germany","50+"
"TESVOLT","tesvolt.com","Electrification & Precision Components","Germany","50+"
"Theben AG","theben.de","Electrification & Precision Components","Germany","50+"
"Trench Group","trench-group.com","Electrification & Precision Components","Germany","50+"
"VACUUMSCHMELZE","vacuumschmelze.com","Electrification & Precision Components","Germany","50+"
"VARTA AG","varta-ag.com","Electrification & Precision Components","Germany","50+"
"Vincotech","vincotech.com","Electrification & Precision Components","Germany","50+"
"Vitesco Technologies","vitesco-technologies.com","Electrification & Precision Components","Germany","50+"
"VOIT Automotive","voit.de","Electrification & Precision Components","Germany","50+"
"Vossloh-Schwabe","vossloh-schwabe.com","Electrification & Precision Components","Germany","50+"
"Waasner Elektrotechnische Fabrik","waasner.de","Electrification & Precision Components","Germany","50+"
"Walther-Werke Ferdinand Walther","walther-werke.de","Electrification & Precision Components","Germany","50+"
"Webasto Group","webasto.com","Electrification & Precision Components","Germany","50+"
"Weidmüller Interface GmbH & Co. KG","weidmueller.de","Electrification & Precision Components","Germany","50+"
"wenglor sensoric","wenglor.com","Electrification & Precision Components","Germany","50+"
"Wieland-Werke","wieland.com","Electrification & Precision Components","Germany","50+"
"WIKA Alexander Wiegand","wika.com","Electrification & Precision Components","Germany","50+"
"Wilhelm Pudenz","pudenz.com","Electrification & Precision Components","Germany","50+"
"Wilhelm Rutenbeck","rutenbeck.de","Electrification & Precision Components","Germany","50+"
"Witzenmann","witzenmann.de","Electrification & Precision Components","Germany","50+"
"Wöhner","woehner.com","Electrification & Precision Components","Germany","50+"
"Yamaichi Electronics Deutschland GmbH","yamaichi.de","Electrification & Precision Components","Germany","50+"
"Zettler Electronics","zettlerelectronics.com","Electrification & Precision Components","Germany","50+"
"ZF Friedrichshafen","zf.com","Electrification & Precision Components","Germany","50+"
"ZIEHL-ABEGG","ziehl-abegg.com","Electrification & Precision Components","Germany","50+"
"Zollner Elektronik","zollner.de","Electrification & Precision Components","Germany","50+"
"Addvolt","addvolt.com","Electrification & Precision Components","Portugal","50+"
"AEROMEC","aeromec.pt","Electrification & Precision Components","Portugal","50+"
"APEX","apex-cp.com","Electrification & Precision Components","Portugal","50+"
"Argon Group","argongroup.eu","Electrification & Precision Components","Portugal","50+"
"Artevasi","artevasi.com","Electrification & Precision Components","Portugal","50+"
"Bosch Portugal","bosch.pt","Electrification & Precision Components","Portugal","50+"
"Cabelte - Cabos Eléctricos e Telefónicos","cabelte.pt","Electrification & Precision Components","Portugal","50+"
"Cabopol Polymer Compounds","cabopol.com","Electrification & Precision Components","Portugal","50+"
"Caetano Coatings, S.A.","caetanocoatings.pt","Electrification & Precision Components","Portugal","50+"
"Celoplas","celoplas.pt","Electrification & Precision Components","Portugal","50+"
"Clairon Filters, Lda","claironfilters.pt","Electrification & Precision Components","Portugal","50+"
"Delta Q","mydeltaq.com","Electrification & Precision Components","Portugal","50+"
"Durit Metalúrgica Portuguesa do Tungsténio","durit.pt","Electrification & Precision Components","Portugal","50+"
"Efapel - Empresa Fabril de Produtos Elétricos","efapel.pt","Electrification & Precision Components","Portugal","50+"
"Exatronic","exatronic.pt","Electrification & Precision Components","Portugal","50+"
"Exporlux","exporlux.pt","Electrification & Precision Components","Portugal","50+"
"Felino - Fundição e Construções Mecânicas","felino.pt","Electrification & Precision Components","Portugal","50+"
"Ferro - Grupo Ferpinta","ferro.pt","Electrification & Precision Components","Portugal","50+"
"Garcia, Garcia SA","garcia.pt","Electrification & Precision Components","Portugal","50+"
"Grupel S.A.","grupel.eu","Electrification & Precision Components","Portugal","50+"
"Grupo Durit","grupodurit.pt","Electrification & Precision Components","Portugal","50+"
"HFA","hfa.pt","Electrification & Precision Components","Portugal","50+"
"i-charging","i-charging.tech","Electrification & Precision Components","Portugal","50+"
"JdC (Jayme da Costa)","jaymedacosta.pt","Electrification & Precision Components","Portugal","50+"
"JDD Moldes","jddmoldes.pt","Electrification & Precision Components","Portugal","50+"
"JF Metal - Construcoes Metalicas","jfmetal.pt","Electrification & Precision Components","Portugal","50+"
"JTSL - Solucoes Tecnicas Manutencao Metalomecanica, SA","jtsl.pt","Electrification & Precision Components","Portugal","50+"
"Lingote Aluminios, SA","lingote.com","Electrification & Precision Components","Portugal","50+"
"Magnum Cap","magnumcap.com","Electrification & Precision Components","Portugal","50+"
"Mecalbi","mecalbi.com","Electrification & Precision Components","Portugal","50+"
"Mecwide","mecwide.com","Electrification & Precision Components","Portugal","50+"
"MERCATUS","mercatus.pt","Electrification & Precision Components","Portugal","50+"
"Montellano, Lda","montellano.pt","Electrification & Precision Components","Portugal","50+"
"Neuce Group","neuce.com","Electrification & Precision Components","Portugal","50+"
"Neutroplast","neutroplast.com","Electrification & Precision Components","Portugal","50+"
"Niposom","niposom.pt","Electrification & Precision Components","Portugal","50+"
"Nortecnica, S.A.","nortecnica.pt","Electrification & Precision Components","Portugal","50+"
"OTIIMA","otiima.com","Electrification & Precision Components","Portugal","50+"
"PMM Moldes","pmm-moldes.com","Electrification & Precision Components","Portugal","50+"
"Prirev - Surface Technology","prirev.com","Electrification & Precision Components","Portugal","50+"
"Prosonic S.A.","prosonic.pt","Electrification & Precision Components","Portugal","50+"
"Prozinco - Construcao e Manutencao, Lda.","prozinco.net","Electrification & Precision Components","Portugal","50+"
"Ramada Acos SA","ramada.pt","Electrification & Precision Components","Portugal","50+"
"Schmidt Light Metal Group","performing.solutions","Electrification & Precision Components","Portugal","50+"
"Simoldes Tools","simoldestools.com","Electrification & Precision Components","Portugal","50+"
"Sinalcabo","sinalcabo.com","Electrification & Precision Components","Portugal","50+"
"Solidal Condutores Elétricos","solidal.pt","Electrification & Precision Components","Portugal","50+"
"SOMEMA MOLDES","somema.pt","Electrification & Precision Components","Portugal","50+"
"Sonafi - Sociedade Nacional de Fundição Injectada","sonafi.pt","Electrification & Precision Components","Portugal","50+"
"TAMET Group","tametgroup.com","Electrification & Precision Components","Portugal","50+"
"TECLENAJUNCOR","teclenajuncor.pt","Electrification & Precision Components","Portugal","50+"
"TECNIFREZA - Molds Industry","tecnifreza.pt","Electrification & Precision Components","Portugal","50+"
"Teka Portugal S. A.","thor.pt","Electrification & Precision Components","Portugal","50+"
"Uartronica, Lda","uartronica.com","Electrification & Precision Components","Portugal","50+"
"Airzone Control","airzonecontrol.com","Electrification & Precision Components","Spain","50+"
"Akuval","akuval.com","Electrification & Precision Components","Spain","50+"
"Alconza","alconza.com","Electrification & Precision Components","Spain","50+"
"Ampere Energy","ampere-energy.com","Electrification & Precision Components","Spain","50+"
"AMPO","ampo.com","Electrification & Precision Components","Spain","50+"
"ANDEL","andelsa.es","Electrification & Precision Components","Spain","50+"
"Arkoslight","arkoslight.com","Electrification & Precision Components","Spain","50+"
"Arteche","arteche.com","Electrification & Precision Components","Spain","50+"
"Atersa","atersa.com","Electrification & Precision Components","Spain","50+"
"Aurrenak","aurrenak.com","Electrification & Precision Components","Spain","50+"
"Backer Facsa","backerfacsa.es","Electrification & Precision Components","Spain","50+"
"Basquevolt","basquevolt.com","Electrification & Precision Components","Spain","50+"
"BJC","bjc.es","Electrification & Precision Components","Spain","50+"
"BOLD","boldtechnology.com","Electrification & Precision Components","Spain","50+"
"Boquet","boquet.cat","Electrification & Precision Components","Spain","50+"
"Bronmetal","bronmetal.com","Electrification & Precision Components","Spain","50+"
"Cablerias Group","cablerias.com","Electrification & Precision Components","Spain","50+"
"Carandini","carandini.com","Electrification & Precision Components","Spain","50+"
"Carlos Silva","carlos-silva.com","Electrification & Precision Components","Spain","50+"
"Cegasa","cegasa.com","Electrification & Precision Components","Spain","50+"
"Circontrol","circontrol.com","Electrification & Precision Components","Spain","50+"
"Coinalde","coinalde.com","Electrification & Precision Components","Spain","50+"
"Comaple","comaple.com","Electrification & Precision Components","Spain","50+"
"Copreci","copreci.es","Electrification & Precision Components","Spain","50+"
"Cunext Copper Industries","cunext.com","Electrification & Precision Components","Spain","50+"
"Daisalux","daisalux.com","Electrification & Precision Components","Spain","50+"
"Dinuy","dinuy.com","Electrification & Precision Components","Spain","50+"
"Dismuntel","dismuntel.com","Electrification & Precision Components","Spain","50+"
"Domusa Teknik","domusateknik.com","Electrification & Precision Components","Spain","50+"
"Draxton","draxton.com","Electrification & Precision Components","Spain","50+"
"EDEL Electrónica de Elevadores","edelsl.com","Electrification & Precision Components","Spain","50+"
"Ederfil Becker","ederfilbecker.com","Electrification & Precision Components","Spain","50+"
"Ega Master","ega-master.com","Electrification & Precision Components","Spain","50+"
"Egatel","egatel.es","Electrification & Precision Components","Spain","50+"
"Electrans","electrans.es","Electrification & Precision Components","Spain","50+"
"Elinsa","elinsa.es","Electrification & Precision Components","Spain","50+"
"ELT Lighting","elt.es","Electrification & Precision Components","Spain","50+"
"Endurance Motive","endurancemotive.com","Electrification & Precision Components","Spain","50+"
"EPER Metallic Solutions","epersl.com","Electrification & Precision Components","Spain","50+"
"FAED Group","grupofaed.com","Electrification & Precision Components","Spain","50+"
"Fagor Automation","fagorautomation.com","Electrification & Precision Components","Spain","50+"
"Falcon Electrónica","falconelectronica.com","Electrification & Precision Components","Spain","50+"
"Faramax","faramax.com","Electrification & Precision Components","Spain","50+"
"Fundiciones Rey","fundicionesrey.com","Electrification & Precision Components","Spain","50+"
"Gaestopas","gaestopas.com","Electrification & Precision Components","Spain","50+"
"Gamarra Steel Casting Solutions","gamarrasa.com","Electrification & Precision Components","Spain","50+"
"Gamesa Electric","gamesaelectric.com","Electrification & Precision Components","Spain","50+"
"Garsaco","garsaco.com","Electrification & Precision Components","Spain","50+"
"Gave Electro","gave.com","Electrification & Precision Components","Spain","50+"
"Genesal Energy","genesalenergy.com","Electrification & Precision Components","Spain","50+"
"Golmar Sistemas de Comunicacion","golmar.es","Electrification & Precision Components","Spain","50+"
"Grupo Asysum","asysum.com","Electrification & Precision Components","Spain","50+"
"Grupo Cablescom","cablescom.com","Electrification & Precision Components","Spain","50+"
"Grupo Imefy","imefy.com","Electrification & Precision Components","Spain","50+"
"Grupo Metalux","metalux.es","Electrification & Precision Components","Spain","50+"
"Grupo Miguelez","miguelez.com","Electrification & Precision Components","Spain","50+"
"Grupo Prilux Iluminación","prilux.es","Electrification & Precision Components","Spain","50+"
"Grupo ULMA","ulma.com","Electrification & Precision Components","Spain","50+"
"HIMOINSA","himoinsa.com","Electrification & Precision Components","Spain","50+"
"Horse Technologies","horse-powertrain.com","Electrification & Precision Components","Spain","50+"
"Iberapa - Ibérica de Aparellajes","iberapa.es","Electrification & Precision Components","Spain","50+"
"IED","iedcompany.com","Electrification & Precision Components","Spain","50+"
"Ikor","ikor.es","Electrification & Precision Components","Spain","50+"
"IKUSI","ikusi.com","Electrification & Precision Components","Spain","50+"
"Inael Electrical Systems","inael.com","Electrification & Precision Components","Spain","50+"
"Ingesco","ingesco.com","Electrification & Precision Components","Spain","50+"
"Ingeteam","ingeteam.com","Electrification & Precision Components","Spain","50+"
"International Capacitors","lifasa.com","Electrification & Precision Components","Spain","50+"
"Japonal","japonal.com","Electrification & Precision Components","Spain","50+"
"JBC Soldering Tools","jbctools.com","Electrification & Precision Components","Spain","50+"
"Jema Energy","jemaenergy.com","Electrification & Precision Components","Spain","50+"
"Jofemar","jofemar.com","Electrification & Precision Components","Spain","50+"
"KEYA","keya.es","Electrification & Precision Components","Spain","50+"
"KL Katealegaia","grupokl.com","Electrification & Precision Components","Spain","50+"
"KLK Electro Materiales","klk.es","Electrification & Precision Components","Spain","50+"
"Kuadrotek","kuadrotek.com","Electrification & Precision Components","Spain","50+"
"La Farga","lafarga.es","Electrification & Precision Components","Spain","50+"
"La Farga Group","lafarga.com","Electrification & Precision Components","Spain","50+"
"Lamp Lighting","lamp.es","Electrification & Precision Components","Spain","50+"
"Laser Galicia","lasergalicia.com","Electrification & Precision Components","Spain","50+"
"Lasergran","lasergran.com","Electrification & Precision Components","Spain","50+"
"LedsC4","ledsc4.com","Electrification & Precision Components","Spain","50+"
"Legrand Group España","legrand.es","Electrification & Precision Components","Spain","50+"
"Meins","meins.es","Electrification & Precision Components","Spain","50+"
"MGA","mga.es","Electrification & Precision Components","Spain","50+"
"MMYPEM","mmypem.com","Electrification & Precision Components","Spain","50+"
"Montronic Vic","montronicvic.com","Electrification & Precision Components","Spain","50+"
"Mtech Group","mtechgroup.com","Electrification & Precision Components","Spain","50+"
"Normagrup Technology","normagrup.com","Electrification & Precision Components","Spain","50+"
"Orbis Tecnologia Electrica","orbis.es","Electrification & Precision Components","Spain","50+"
"Pemsa Cable Management","pemsa-rejiband.com","Electrification & Precision Components","Spain","50+"
"Piher Sensing Systems","piher.net","Electrification & Precision Components","Spain","50+"
"Power Electronics","power-electronics.com","Electrification & Precision Components","Spain","50+"
"Premium PSU","premiumpsu.com","Electrification & Precision Components","Spain","50+"
"Proemisa","proemisa.com","Electrification & Precision Components","Spain","50+"
"Pronutec","pronutec.ch","Electrification & Precision Components","Spain","50+"
"Retelec System","retelec.com","Electrification & Precision Components","Spain","50+"
"Robert Bosch España Fábrica Madrid","rober-bosch-espana.es","Electrification & Precision Components","Spain","50+"
"Salicru","salicru.com","Electrification & Precision Components","Spain","50+"
"Sammic","sammic.com","Electrification & Precision Components","Spain","50+"
"Secom Iluminacion","secom.es","Electrification & Precision Components","Spain","50+"
"Sedecal","sedecal.com","Electrification & Precision Components","Spain","50+"
"SEPSA","sepsa.es","Electrification & Precision Components","Spain","50+"
"SepsaMedha","sepsamedha.com","Electrification & Precision Components","Spain","50+"
"Silence Urban Ecomobility","silence.eco","Electrification & Precision Components","Spain","50+"
"Simon","simon.com","Electrification & Precision Components","Spain","50+"
"Simon","simon.es","Electrification & Precision Components","Spain","50+"
"Soler & Palau Ventilation Group","solerpalau.com","Electrification & Precision Components","Spain","50+"
"Stark Future","starkfuture.com","Electrification & Precision Components","Spain","50+"
"SYG","sygsa.com","Electrification & Precision Components","Spain","50+"
"TAB Spain","tabspain.com","Electrification & Precision Components","Spain","50+"
"Taurus Group","group-taurus.com","Electrification & Precision Components","Spain","50+"
"Tecnobit","tecnobit.es","Electrification & Precision Components","Spain","50+"
"Teka Group","teka.com","Electrification & Precision Components","Spain","50+"
"Teltronic","teltronic.es","Electrification & Precision Components","Spain","50+"
"Tempel Group","tempelgroup.com","Electrification & Precision Components","Spain","50+"
"Top Cable","topcable.com","Electrification & Precision Components","Spain","50+"
"Toscano Línea Electrónica","toscano.es","Electrification & Precision Components","Spain","50+"
"Transformadores Pinazo","pinazo.com","Electrification & Precision Components","Spain","50+"
"ULMA Group","ulmagroup.com","Electrification & Precision Components","Spain","50+"
"V2C Partner","v2charge.com","Electrification & Precision Components","Spain","50+"
"VEGA Chargers","vegachargers.com","Electrification & Precision Components","Spain","50+"
"Velatia","velatia.com","Electrification & Precision Components","Spain","50+"
"Vicente Torns Group","vicentetorns.com","Electrification & Precision Components","Spain","50+"
"Wallbox","wallbox.com","Electrification & Precision Components","Spain","50+"
"Weidmüller España","weidmuller.es","Electrification & Precision Components","Spain","50+"
"Zigor Corporacion","zigor.com","Electrification & Precision Components","Spain","50+"
"ZIV","zivautomation.com","Electrification & Precision Components","Spain","50+"
"ABB E-mobility","e-mobility.abb.com","Electrification & Precision Components","Switzerland","50+"
"ABB Ltd","abb.com","Electrification & Precision Components","Switzerland","50+"
"Agathon AG","agathon.ch","Electrification & Precision Components","Switzerland","50+"
"AGRO AG","agro.ch","Electrification & Precision Components","Switzerland","50+"
"Aluminium Rheinfelden GmbH","alurheinfelden.com","Electrification & Precision Components","Switzerland","50+"
"alupak AG","alupak.com","Electrification & Precision Components","Switzerland","50+"
"AMPCO METAL","ampcometal.com","Electrification & Precision Components","Switzerland","50+"
"Arthur Flury AG","aflury.ch","Electrification & Precision Components","Switzerland","50+"
"AXICOM HV AG","axicom-hv.com","Electrification & Precision Components","Switzerland","50+"
"Bloesch AG","bloesch.ch","Electrification & Precision Components","Switzerland","50+"
"Bomatec Group","bomatec.com","Electrification & Precision Components","Switzerland","50+"
"Bosch Switzerland","bosch.ch","Electrification & Precision Components","Switzerland","50+"
"Brugg Cables","bruggcables.com","Electrification & Precision Components","Switzerland","50+"
"BRUGG GROUP AG","brugg.com","Electrification & Precision Components","Switzerland","50+"
"BRUSA Elektronik","brusa.biz","Electrification & Precision Components","Switzerland","50+"
"BRUSA HyPower","brusahypower.com","Electrification & Precision Components","Switzerland","50+"
"Burckhardt","burckhardt.swiss","Electrification & Precision Components","Switzerland","50+"
"BWB Oberflächentechnik","bwb-group.com","Electrification & Precision Components","Switzerland","50+"
"Bächler Feintech AG","baechler-feintech.ch","Electrification & Precision Components","Switzerland","50+"
"CEDES","cedes.com","Electrification & Precision Components","Switzerland","50+"
"Conextivity","conextivity.com","Electrification & Precision Components","Switzerland","50+"
"Connect Com AG Schweiz","ccm.ch","Electrification & Precision Components","Switzerland","50+"
"Datwyler IT Infra","datwyler-itinfra.com","Electrification & Precision Components","Switzerland","50+"
"Delta Line","delta-line.com","Electrification & Precision Components","Switzerland","50+"
"Diamond SA","diamond-fo.com","Electrification & Precision Components","Switzerland","50+"
"DIXI Polytool SA","dixipolytool.ch","Electrification & Precision Components","Switzerland","50+"
"DM Surfaces","dm-surfaces.ch","Electrification & Precision Components","Switzerland","50+"
"duagon","duagon.com","Electrification & Precision Components","Switzerland","50+"
"Duvoisin Groux SA","duvoisin-groux.ch","Electrification & Precision Components","Switzerland","50+"
"DYCONEX","dyconex.com","Electrification & Precision Components","Switzerland","50+"
"Eduard Steiner AG","steinerindia.com","Electrification & Precision Components","Switzerland","50+"
"Elektro-Feindraht AG","elektro-feindraht.ch","Electrification & Precision Components","Switzerland","50+"
"ELEKTRON AG","elektron.ch","Electrification & Precision Components","Switzerland","50+"
"ELESTA GmbH","elesta-gmbh.com","Electrification & Precision Components","Switzerland","50+"
"EM Microelectronic","emmicroelectronic.com","Electrification & Precision Components","Switzerland","50+"
"EnerTrans Switzerland AG","enertrans.ch","Electrification & Precision Components","Switzerland","50+"
"ERNI Electronics","erni.com","Electrification & Precision Components","Switzerland","50+"
"Ernst Schweizer AG","ernstschweizer.ch","Electrification & Precision Components","Switzerland","50+"
"Estech Industries Holding AG","estech.ch","Electrification & Precision Components","Switzerland","50+"
"ETA SA Manufacture Horlogère Suisse","eta.ch","Electrification & Precision Components","Switzerland","50+"
"ETEL SA","etel.ch","Electrification & Precision Components","Switzerland","50+"
"Exentis Group AG","exentis-group.com","Electrification & Precision Components","Switzerland","50+"
"FABRIKA SA","fabrika.ch","Electrification & Precision Components","Switzerland","50+"
"FELCO SA","felco.com","Electrification & Precision Components","Switzerland","50+"
"Frike Group","frike-group.com","Electrification & Precision Components","Switzerland","50+"
"GALVASWISS AG","galvaswiss.ch","Electrification & Precision Components","Switzerland","50+"
"Georg Fischer AG (GF)","georgfischer.com","Electrification & Precision Components","Switzerland","50+"
"GIFAS-ELECTRIC Switzerland","gifas.ch","Electrification & Precision Components","Switzerland","50+"
"Grossenbacher Systeme AG","gesys.ch","Electrification & Precision Components","Switzerland","50+"
"GS Swiss PCB","gs-swiss.com","Electrification & Precision Components","Switzerland","50+"
"HaslerRail AG","haslerrail.com","Electrification & Precision Components","Switzerland","50+"
"Heiniger Kabel AG","heiniger-ag.ch","Electrification & Precision Components","Switzerland","50+"
"Hitachi Energy Dry Transformers Switzerland SA","trasfor.ch","Electrification & Precision Components","Switzerland","50+"
"Hitachi Energy Ltd","hitachienergy.com","Electrification & Precision Components","Switzerland","50+"
"Härterei Gerster AG","gerster.ch","Electrification & Precision Components","Switzerland","50+"
"Iftest AG","iftest.ch","Electrification & Precision Components","Switzerland","50+"
"IMEDCO AG","imedco.com","Electrification & Precision Components","Switzerland","50+"
"INP Schweiz AG","inp-e.ch","Electrification & Precision Components","Switzerland","50+"
"KELLER Pressure","keller-pressure.com","Electrification & Precision Components","Switzerland","50+"
"KGS DIAMOND","kgs.swiss","Electrification & Precision Components","Switzerland","50+"
"Lamello AG","lamello.com","Electrification & Precision Components","Switzerland","50+"
"LANZ Oensingen AG","lanz-oens.ch","Electrification & Precision Components","Switzerland","50+"
"Leclanché SA","leclanche.com","Electrification & Precision Components","Switzerland","50+"
"Leister","leister.com","Electrification & Precision Components","Switzerland","50+"
"Leister Group","leister-group.com","Electrification & Precision Components","Switzerland","50+"
"LEVITRONIX","levitronix.com","Electrification & Precision Components","Switzerland","50+"
"Metalor Technologies International SA","metalor.com","Electrification & Precision Components","Switzerland","50+"
"Microdul AG","microdul.com","Electrification & Precision Components","Switzerland","50+"
"Micronel AG","micronel.com","Electrification & Precision Components","Switzerland","50+"
"Mimotec SA","mimotec.ch","Electrification & Precision Components","Switzerland","50+"
"MKS PAMP","mkspamp.com","Electrification & Precision Components","Switzerland","50+"
"Mobatime AG","mobatime.ch","Electrification & Precision Components","Switzerland","50+"
"Montana Aerospace AG","montana-aerospace.com","Electrification & Precision Components","Switzerland","50+"
"Moser-Baer AG","moser-baer.com","Electrification & Precision Components","Switzerland","50+"
"NTI AG LinMot & MagSpring","linmot.com","Electrification & Precision Components","Switzerland","50+"
"ORNERA SA","ornera.swiss","Electrification & Precision Components","Switzerland","50+"
"OVD Kinegram AG","kinegram.com","Electrification & Precision Components","Switzerland","50+"
"PB Swiss Tools GmbH","pbswisstools.com","Electrification & Precision Components","Switzerland","50+"
"Peka System AG","peka.com","Electrification & Precision Components","Switzerland","50+"
"PFIFFNER Group","pfiffner-group.com","Electrification & Precision Components","Switzerland","50+"
"Phoenix Mecano AG","phoenix-mecano.com","Electrification & Precision Components","Switzerland","50+"
"PTM","ptm.ch","Electrification & Precision Components","Switzerland","50+"
"Regatron","regatron.com","Electrification & Precision Components","Switzerland","50+"
"Richard AG Murgenthal","richardmurgenthal.ch","Electrification & Precision Components","Switzerland","50+"
"RUAG Space","ruag.com","Electrification & Precision Components","Switzerland","50+"
"SENN AG","sennag.ch","Electrification & Precision Components","Switzerland","50+"
"Sensile Medical AG","sensilemedical.com","Electrification & Precision Components","Switzerland","50+"
"SERTO Group","serto.com","Electrification & Precision Components","Switzerland","50+"
"SGX Sensortech","sgxsensortech.com","Electrification & Precision Components","Switzerland","50+"
"Stanzwerk AG","stanzwerk.ch","Electrification & Precision Components","Switzerland","50+"
"Studer Cables AG","studercables.com","Electrification & Precision Components","Switzerland","50+"
"Swissphone Group","swissphone.com","Electrification & Precision Components","Switzerland","50+"
"Sécheron SA","secheron.com","Electrification & Precision Components","Switzerland","50+"
"Techniplas","techniplas.com","Electrification & Precision Components","Switzerland","50+"
"TRACO POWER","tracopower.com","Electrification & Precision Components","Switzerland","50+"
"UNITED MACHINING SOLUTIONS","ums.swiss","Electrification & Precision Components","Switzerland","50+"
"Utilis AG","utilis.com","Electrification & Precision Components","Switzerland","50+"
"Variosystems AG","variosystems.com","Electrification & Precision Components","Switzerland","50+"
"Von Roll Holding AG","vonroll.com","Electrification & Precision Components","Switzerland","50+"
"vonRoll casting ag","vonroll-casting.ch","Electrification & Precision Components","Switzerland","50+"
"W. Althaus AG","althaus-ag.ch","Electrification & Precision Components","Switzerland","50+"
"Weidmann Electrical Technology","weidmann-electrical.com","Electrification & Precision Components","Switzerland","50+"
"WENKA AG","wenka.ch","Electrification & Precision Components","Switzerland","50+"
"WICOR Group (Weidmann)","wicor.com","Electrification & Precision Components","Switzerland","50+"
